Date,FY,Period,Entity,Department,Category,Account,CostType,DataType,Amount,Currency
2025-07-31,FY25,2025-07,UK,IT Ops,IT Services,5xxx,Indirect,Actual,2691.15,GBP
2025-07-31,FY25,2025-07,UK,Finance,IT Services,5xxx,Indirect,Budget,3010.56,GBP
2025-07-31,FY25,2025-07,UK,Finance,IT Services,5xxx,Indirect,Actual,3075.6,GBP
2025-07-31,FY25,2025-07,UK,HR,IT Services,5xxx,Indirect,Budget,1881.6,GBP
2025-07-31,FY25,2025-07,UK,HR,IT Services,5xxx,Indirect,Actual,1922.25,GBP
2025-07-31,FY25,2025-07,UK,Sales,Professional Services,5xxx,Direct,Budget,13171.2,GBP
2025-07-31,FY25,2025-07,UK,Sales,Professional Services,5xxx,Direct,Actual,13396.09,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Professional Services,5xxx,Direct,Budget,1881.6,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Professional Services,5xxx,Direct,Actual,1913.73,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Professional Services,5xxx,Direct,Budget,5644.8,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Professional Services,5xxx,Direct,Actual,5741.18,GBP
2025-07-31,FY25,2025-07,UK,Product,Professional Services,5xxx,Direct,Budget,3763.2,GBP
2025-07-31,FY25,2025-07,UK,Product,Professional Services,5xxx,Direct,Actual,3827.45,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Professional Services,5xxx,Direct,Budget,5644.8,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Professional Services,5xxx,Direct,Actual,5741.18,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Professional Services,5xxx,Direct,Budget,2634.24,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Professional Services,5xxx,Direct,Actual,2679.22,GBP
2025-07-31,FY25,2025-07,UK,Finance,Professional Services,5xxx,Direct,Budget,3010.56,GBP
2025-07-31,FY25,2025-07,UK,Finance,Professional Services,5xxx,Direct,Actual,3061.96,GBP
2025-07-31,FY25,2025-07,UK,HR,Professional Services,5xxx,Direct,Budget,1881.6,GBP
2025-07-31,FY25,2025-07,UK,HR,Professional Services,5xxx,Direct,Actual,1913.73,GBP
2025-07-31,FY25,2025-07,UK,Sales,Payroll,5xxx,Indirect,Budget,61465.6,GBP
2025-07-31,FY25,2025-07,UK,Sales,Payroll,5xxx,Indirect,Actual,61858.2,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Payroll,5xxx,Indirect,Budget,8780.8,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Payroll,5xxx,Indirect,Actual,8836.89,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Payroll,5xxx,Indirect,Budget,26342.4,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Payroll,5xxx,Indirect,Actual,26510.66,GBP
2025-07-31,FY25,2025-07,UK,Product,Payroll,5xxx,Indirect,Budget,17561.6,GBP
2025-07-31,FY25,2025-07,UK,Product,Payroll,5xxx,Indirect,Actual,17673.77,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Payroll,5xxx,Indirect,Budget,26342.4,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Payroll,5xxx,Indirect,Actual,26510.66,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Payroll,5xxx,Indirect,Budget,12293.12,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Payroll,5xxx,Indirect,Actual,12371.64,GBP
2025-07-31,FY25,2025-07,UK,Finance,Payroll,5xxx,Indirect,Budget,14049.28,GBP
2025-07-31,FY25,2025-07,UK,Finance,Payroll,5xxx,Indirect,Actual,14139.02,GBP
2025-07-31,FY25,2025-07,UK,HR,Payroll,5xxx,Indirect,Budget,8780.8,GBP
2025-07-31,FY25,2025-07,UK,HR,Payroll,5xxx,Indirect,Actual,8836.89,GBP
2025-07-31,FY25,2025-07,UK,Sales,Travel,5xxx,Indirect,Budget,2195.2,GBP
2025-07-31,FY25,2025-07,UK,Sales,Travel,5xxx,Indirect,Actual,2219.52,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Travel,5xxx,Indirect,Budget,313.6,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Travel,5xxx,Indirect,Actual,317.07,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Travel,5xxx,Indirect,Budget,940.8,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Travel,5xxx,Indirect,Actual,951.22,GBP
2025-07-31,FY25,2025-07,UK,Product,Travel,5xxx,Indirect,Budget,627.2,GBP
2025-07-31,FY25,2025-07,UK,Product,Travel,5xxx,Indirect,Actual,634.15,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Travel,5xxx,Indirect,Budget,940.8,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Travel,5xxx,Indirect,Actual,951.22,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Travel,5xxx,Indirect,Budget,439.04,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Travel,5xxx,Indirect,Actual,443.9,GBP
2025-07-31,FY25,2025-07,UK,Finance,Travel,5xxx,Indirect,Budget,501.76,GBP
2025-07-31,FY25,2025-07,UK,Finance,Travel,5xxx,Indirect,Actual,507.32,GBP
2025-07-31,FY25,2025-07,UK,HR,Travel,5xxx,Indirect,Budget,313.6,GBP
2025-07-31,FY25,2025-07,UK,HR,Travel,5xxx,Indirect,Actual,317.07,GBP
2025-07-31,FY25,2025-07,UK,Sales,Warehousing and Distribution,5xxx,Direct,Budget,2195.2,GBP
2025-07-31,FY25,2025-07,UK,Sales,Warehousing and Distribution,5xxx,Direct,Actual,2133.65,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Budget,313.6,GBP
2025-07-31,FY25,2025-07,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Actual,304.81,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Budget,940.8,GBP
2025-07-31,FY25,2025-07,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Actual,914.42,GBP
2025-07-31,FY25,2025-07,UK,Product,Warehousing and Distribution,5xxx,Direct,Budget,627.2,GBP
2025-07-31,FY25,2025-07,UK,Product,Warehousing and Distribution,5xxx,Direct,Actual,609.62,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Budget,940.8,GBP
2025-07-31,FY25,2025-07,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Actual,914.42,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Budget,439.04,GBP
2025-07-31,FY25,2025-07,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Actual,426.73,GBP
2025-07-31,FY25,2025-07,UK,Finance,Warehousing and Distribution,5xxx,Direct,Budget,501.76,GBP
2025-07-31,FY25,2025-07,UK,Finance,Warehousing and Distribution,5xxx,Direct,Actual,487.69,GBP
2025-07-31,FY25,2025-07,UK,HR,Warehousing and Distribution,5xxx,Direct,Budget,313.6,GBP
2025-07-31,FY25,2025-07,UK,HR,Warehousing and Distribution,5xxx,Direct,Actual,304.81,GBP
2025-08-31,FY25,2025-08,UK,Sales,Cost of Sales,5xxx,Direct,Budget,60480.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Cost of Sales,5xxx,Direct,Actual,60295.34,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Cost of Sales,5xxx,Direct,Budget,8640.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Cost of Sales,5xxx,Direct,Actual,8613.62,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Cost of Sales,5xxx,Direct,Budget,25920.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Cost of Sales,5xxx,Direct,Actual,25840.86,GBP
2025-08-31,FY25,2025-08,UK,Product,Cost of Sales,5xxx,Direct,Budget,17280.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Cost of Sales,5xxx,Direct,Actual,17227.24,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Cost of Sales,5xxx,Direct,Budget,25920.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Cost of Sales,5xxx,Direct,Actual,25840.86,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Cost of Sales,5xxx,Direct,Budget,12096.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Cost of Sales,5xxx,Direct,Actual,12059.07,GBP
2025-08-31,FY25,2025-08,UK,Finance,Cost of Sales,5xxx,Direct,Budget,13824.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Cost of Sales,5xxx,Direct,Actual,13781.79,GBP
2025-08-31,FY25,2025-08,UK,HR,Cost of Sales,5xxx,Direct,Budget,8640.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Cost of Sales,5xxx,Direct,Actual,8613.62,GBP
2025-08-31,FY25,2025-08,UK,Sales,Marketing,5xxx,Indirect,Budget,40320.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Marketing,5xxx,Indirect,Actual,39913.26,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Marketing,5xxx,Indirect,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Marketing,5xxx,Indirect,Actual,5701.89,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Marketing,5xxx,Indirect,Budget,17280.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Marketing,5xxx,Indirect,Actual,17105.68,GBP
2025-08-31,FY25,2025-08,UK,Product,Marketing,5xxx,Indirect,Budget,11520.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Marketing,5xxx,Indirect,Actual,11403.79,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Marketing,5xxx,Indirect,Budget,17280.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Marketing,5xxx,Indirect,Actual,17105.68,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Marketing,5xxx,Indirect,Budget,8064.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Marketing,5xxx,Indirect,Actual,7982.65,GBP
2025-08-31,FY25,2025-08,UK,Finance,Marketing,5xxx,Indirect,Budget,9216.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Marketing,5xxx,Indirect,Actual,9123.03,GBP
2025-08-31,FY25,2025-08,UK,HR,Marketing,5xxx,Indirect,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Marketing,5xxx,Indirect,Actual,5701.89,GBP
2025-08-31,FY25,2025-08,UK,Sales,IT Services,5xxx,Indirect,Budget,13440.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,IT Services,5xxx,Indirect,Actual,13313.06,GBP
2025-08-31,FY25,2025-08,UK,Marketing,IT Services,5xxx,Indirect,Budget,1920.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,IT Services,5xxx,Indirect,Actual,1901.87,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,IT Services,5xxx,Indirect,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,IT Services,5xxx,Indirect,Actual,5705.6,GBP
2025-08-31,FY25,2025-08,UK,Product,IT Services,5xxx,Indirect,Budget,3840.0,GBP
2025-08-31,FY25,2025-08,UK,Product,IT Services,5xxx,Indirect,Actual,3803.73,GBP
2025-08-31,FY25,2025-08,UK,Engineering,IT Services,5xxx,Indirect,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,IT Services,5xxx,Indirect,Actual,5705.6,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,IT Services,5xxx,Indirect,Budget,2688.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,IT Services,5xxx,Indirect,Actual,2662.61,GBP
2025-08-31,FY25,2025-08,UK,Finance,IT Services,5xxx,Indirect,Budget,3072.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,IT Services,5xxx,Indirect,Actual,3042.99,GBP
2025-08-31,FY25,2025-08,UK,HR,IT Services,5xxx,Indirect,Budget,1920.0,GBP
2025-08-31,FY25,2025-08,UK,HR,IT Services,5xxx,Indirect,Actual,1901.87,GBP
2025-08-31,FY25,2025-08,UK,Sales,Professional Services,5xxx,Direct,Budget,13440.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Professional Services,5xxx,Direct,Actual,13370.66,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Professional Services,5xxx,Direct,Budget,1920.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Professional Services,5xxx,Direct,Actual,1910.09,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Professional Services,5xxx,Direct,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Professional Services,5xxx,Direct,Actual,5730.28,GBP
2025-08-31,FY25,2025-08,UK,Product,Professional Services,5xxx,Direct,Budget,3840.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Professional Services,5xxx,Direct,Actual,3820.19,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Professional Services,5xxx,Direct,Budget,5760.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Professional Services,5xxx,Direct,Actual,5730.28,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Professional Services,5xxx,Direct,Budget,2688.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Professional Services,5xxx,Direct,Actual,2674.13,GBP
2025-08-31,FY25,2025-08,UK,Finance,Professional Services,5xxx,Direct,Budget,3072.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Professional Services,5xxx,Direct,Actual,3056.15,GBP
2025-08-31,FY25,2025-08,UK,HR,Professional Services,5xxx,Direct,Budget,1920.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Professional Services,5xxx,Direct,Actual,1910.09,GBP
2025-08-31,FY25,2025-08,UK,Sales,Payroll,5xxx,Indirect,Budget,62720.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Payroll,5xxx,Indirect,Actual,61288.85,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Payroll,5xxx,Indirect,Budget,8960.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Payroll,5xxx,Indirect,Actual,8755.55,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Payroll,5xxx,Indirect,Budget,26880.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Payroll,5xxx,Indirect,Actual,26266.65,GBP
2025-08-31,FY25,2025-08,UK,Product,Payroll,5xxx,Indirect,Budget,17920.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Payroll,5xxx,Indirect,Actual,17511.1,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Payroll,5xxx,Indirect,Budget,26880.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Payroll,5xxx,Indirect,Actual,26266.65,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Payroll,5xxx,Indirect,Budget,12544.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Payroll,5xxx,Indirect,Actual,12257.77,GBP
2025-08-31,FY25,2025-08,UK,Finance,Payroll,5xxx,Indirect,Budget,14336.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Payroll,5xxx,Indirect,Actual,14008.88,GBP
2025-08-31,FY25,2025-08,UK,HR,Payroll,5xxx,Indirect,Budget,8960.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Payroll,5xxx,Indirect,Actual,8755.55,GBP
2025-08-31,FY25,2025-08,UK,Sales,Travel,5xxx,Indirect,Budget,2240.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Travel,5xxx,Indirect,Actual,2251.24,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Travel,5xxx,Indirect,Budget,320.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Travel,5xxx,Indirect,Actual,321.61,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Travel,5xxx,Indirect,Budget,960.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Travel,5xxx,Indirect,Actual,964.82,GBP
2025-08-31,FY25,2025-08,UK,Product,Travel,5xxx,Indirect,Budget,640.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Travel,5xxx,Indirect,Actual,643.21,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Travel,5xxx,Indirect,Budget,960.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Travel,5xxx,Indirect,Actual,964.82,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Travel,5xxx,Indirect,Budget,448.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Travel,5xxx,Indirect,Actual,450.25,GBP
2025-08-31,FY25,2025-08,UK,Finance,Travel,5xxx,Indirect,Budget,512.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Travel,5xxx,Indirect,Actual,514.57,GBP
2025-08-31,FY25,2025-08,UK,HR,Travel,5xxx,Indirect,Budget,320.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Travel,5xxx,Indirect,Actual,321.61,GBP
2025-08-31,FY25,2025-08,UK,Sales,Warehousing and Distribution,5xxx,Direct,Budget,2240.0,GBP
2025-08-31,FY25,2025-08,UK,Sales,Warehousing and Distribution,5xxx,Direct,Actual,2251.81,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Budget,320.0,GBP
2025-08-31,FY25,2025-08,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Actual,321.69,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Budget,960.0,GBP
2025-08-31,FY25,2025-08,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Actual,965.06,GBP
2025-08-31,FY25,2025-08,UK,Product,Warehousing and Distribution,5xxx,Direct,Budget,640.0,GBP
2025-08-31,FY25,2025-08,UK,Product,Warehousing and Distribution,5xxx,Direct,Actual,643.37,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Budget,960.0,GBP
2025-08-31,FY25,2025-08,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Actual,965.06,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Budget,448.0,GBP
2025-08-31,FY25,2025-08,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Actual,450.36,GBP
2025-08-31,FY25,2025-08,UK,Finance,Warehousing and Distribution,5xxx,Direct,Budget,512.0,GBP
2025-08-31,FY25,2025-08,UK,Finance,Warehousing and Distribution,5xxx,Direct,Actual,514.7,GBP
2025-08-31,FY25,2025-08,UK,HR,Warehousing and Distribution,5xxx,Direct,Budget,320.0,GBP
2025-08-31,FY25,2025-08,UK,HR,Warehousing and Distribution,5xxx,Direct,Actual,321.69,GBP
2025-09-30,FY25,2025-09,UK,Sales,Cost of Sales,5xxx,Direct,Budget,61689.6,GBP
2025-09-30,FY25,2025-09,UK,Sales,Cost of Sales,5xxx,Direct,Actual,59842.36,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Cost of Sales,5xxx,Direct,Budget,8812.8,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Cost of Sales,5xxx,Direct,Actual,8548.91,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Cost of Sales,5xxx,Direct,Budget,26438.4,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Cost of Sales,5xxx,Direct,Actual,25646.73,GBP
2025-09-30,FY25,2025-09,UK,Product,Cost of Sales,5xxx,Direct,Budget,17625.6,GBP
2025-09-30,FY25,2025-09,UK,Product,Cost of Sales,5xxx,Direct,Actual,17097.82,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Cost of Sales,5xxx,Direct,Budget,26438.4,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Cost of Sales,5xxx,Direct,Actual,25646.73,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Cost of Sales,5xxx,Direct,Budget,12337.92,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Cost of Sales,5xxx,Direct,Actual,11968.47,GBP
2025-09-30,FY25,2025-09,UK,Finance,Cost of Sales,5xxx,Direct,Budget,14100.48,GBP
2025-09-30,FY25,2025-09,UK,Finance,Cost of Sales,5xxx,Direct,Actual,13678.25,GBP
2025-09-30,FY25,2025-09,UK,HR,Cost of Sales,5xxx,Direct,Budget,8812.8,GBP
2025-09-30,FY25,2025-09,UK,HR,Cost of Sales,5xxx,Direct,Actual,8548.91,GBP
2025-09-30,FY25,2025-09,UK,Sales,Marketing,5xxx,Indirect,Budget,41126.4,GBP
2025-09-30,FY25,2025-09,UK,Sales,Marketing,5xxx,Indirect,Actual,40786.2,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Marketing,5xxx,Indirect,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Marketing,5xxx,Indirect,Actual,5826.6,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Marketing,5xxx,Indirect,Budget,17625.6,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Marketing,5xxx,Indirect,Actual,17479.8,GBP
2025-09-30,FY25,2025-09,UK,Product,Marketing,5xxx,Indirect,Budget,11750.4,GBP
2025-09-30,FY25,2025-09,UK,Product,Marketing,5xxx,Indirect,Actual,11653.2,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Marketing,5xxx,Indirect,Budget,17625.6,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Marketing,5xxx,Indirect,Actual,17479.8,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Marketing,5xxx,Indirect,Budget,8225.28,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Marketing,5xxx,Indirect,Actual,8157.24,GBP
2025-09-30,FY25,2025-09,UK,Finance,Marketing,5xxx,Indirect,Budget,9400.32,GBP
2025-09-30,FY25,2025-09,UK,Finance,Marketing,5xxx,Indirect,Actual,9322.56,GBP
2025-09-30,FY25,2025-09,UK,HR,Marketing,5xxx,Indirect,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,HR,Marketing,5xxx,Indirect,Actual,5826.6,GBP
2025-09-30,FY25,2025-09,UK,Sales,IT Services,5xxx,Indirect,Budget,13708.8,GBP
2025-09-30,FY25,2025-09,UK,Sales,IT Services,5xxx,Indirect,Actual,13732.47,GBP
2025-09-30,FY25,2025-09,UK,Marketing,IT Services,5xxx,Indirect,Budget,1958.4,GBP
2025-09-30,FY25,2025-09,UK,Marketing,IT Services,5xxx,Indirect,Actual,1961.78,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,IT Services,5xxx,Indirect,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,IT Services,5xxx,Indirect,Actual,5885.34,GBP
2025-09-30,FY25,2025-09,UK,Product,IT Services,5xxx,Indirect,Budget,3916.8,GBP
2025-09-30,FY25,2025-09,UK,Product,IT Services,5xxx,Indirect,Actual,3923.56,GBP
2025-09-30,FY25,2025-09,UK,Engineering,IT Services,5xxx,Indirect,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,Engineering,IT Services,5xxx,Indirect,Actual,5885.34,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,IT Services,5xxx,Indirect,Budget,2741.76,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,IT Services,5xxx,Indirect,Actual,2746.49,GBP
2025-09-30,FY25,2025-09,UK,Finance,IT Services,5xxx,Indirect,Budget,3133.44,GBP
2025-09-30,FY25,2025-09,UK,Finance,IT Services,5xxx,Indirect,Actual,3138.85,GBP
2025-09-30,FY25,2025-09,UK,HR,IT Services,5xxx,Indirect,Budget,1958.4,GBP
2025-09-30,FY25,2025-09,UK,HR,IT Services,5xxx,Indirect,Actual,1961.78,GBP
2025-09-30,FY25,2025-09,UK,Sales,Professional Services,5xxx,Direct,Budget,13708.8,GBP
2025-09-30,FY25,2025-09,UK,Sales,Professional Services,5xxx,Direct,Actual,13422.22,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Professional Services,5xxx,Direct,Budget,1958.4,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Professional Services,5xxx,Direct,Actual,1917.46,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Professional Services,5xxx,Direct,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Professional Services,5xxx,Direct,Actual,5752.38,GBP
2025-09-30,FY25,2025-09,UK,Product,Professional Services,5xxx,Direct,Budget,3916.8,GBP
2025-09-30,FY25,2025-09,UK,Product,Professional Services,5xxx,Direct,Actual,3834.92,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Professional Services,5xxx,Direct,Budget,5875.2,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Professional Services,5xxx,Direct,Actual,5752.38,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Professional Services,5xxx,Direct,Budget,2741.76,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Professional Services,5xxx,Direct,Actual,2684.44,GBP
2025-09-30,FY25,2025-09,UK,Finance,Professional Services,5xxx,Direct,Budget,3133.44,GBP
2025-09-30,FY25,2025-09,UK,Finance,Professional Services,5xxx,Direct,Actual,3067.94,GBP
2025-09-30,FY25,2025-09,UK,HR,Professional Services,5xxx,Direct,Budget,1958.4,GBP
2025-09-30,FY25,2025-09,UK,HR,Professional Services,5xxx,Direct,Actual,1917.46,GBP
2025-09-30,FY25,2025-09,UK,Sales,Payroll,5xxx,Indirect,Budget,63974.4,GBP
2025-09-30,FY25,2025-09,UK,Sales,Payroll,5xxx,Indirect,Actual,62499.15,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Payroll,5xxx,Indirect,Budget,9139.2,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Payroll,5xxx,Indirect,Actual,8928.45,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Payroll,5xxx,Indirect,Budget,27417.6,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Payroll,5xxx,Indirect,Actual,26785.35,GBP
2025-09-30,FY25,2025-09,UK,Product,Payroll,5xxx,Indirect,Budget,18278.4,GBP
2025-09-30,FY25,2025-09,UK,Product,Payroll,5xxx,Indirect,Actual,17856.9,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Payroll,5xxx,Indirect,Budget,27417.6,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Payroll,5xxx,Indirect,Actual,26785.35,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Payroll,5xxx,Indirect,Budget,12794.88,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Payroll,5xxx,Indirect,Actual,12499.83,GBP
2025-09-30,FY25,2025-09,UK,Finance,Payroll,5xxx,Indirect,Budget,14622.72,GBP
2025-09-30,FY25,2025-09,UK,Finance,Payroll,5xxx,Indirect,Actual,14285.52,GBP
2025-09-30,FY25,2025-09,UK,HR,Payroll,5xxx,Indirect,Budget,9139.2,GBP
2025-09-30,FY25,2025-09,UK,HR,Payroll,5xxx,Indirect,Actual,8928.45,GBP
2025-09-30,FY25,2025-09,UK,Sales,Travel,5xxx,Indirect,Budget,2284.8,GBP
2025-09-30,FY25,2025-09,UK,Sales,Travel,5xxx,Indirect,Actual,2325.35,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Travel,5xxx,Indirect,Budget,326.4,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Travel,5xxx,Indirect,Actual,332.19,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Travel,5xxx,Indirect,Budget,979.2,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Travel,5xxx,Indirect,Actual,996.58,GBP
2025-09-30,FY25,2025-09,UK,Product,Travel,5xxx,Indirect,Budget,652.8,GBP
